date,province_thai,province_eng,region_thai,region_eng,variable,value
2023-01-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,81251.0
2023-01-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,8286.0
2023-01-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,142271.0
2023-01-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,56333.0
2023-01-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,396520.0
2023-01-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,144765.0
2023-01-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,42104.0
2023-01-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,10527.0
2023-01-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,45619.0
2023-01-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,24872.0
2023-01-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,75991.0
2023-01-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,6934.0
2023-01-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,87474.0
2019-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,3025538.0
2019-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,49385.0
2019-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,101718.0
2019-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,77528.0
2019-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,25861.0
2019-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,107577.0
2019-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,18434.0
2019-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,17409.0
2019-02-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,88147.0
2019-02-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,47402.0
2019-02-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,102523.0
2019-02-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_occupied,57331.0
2019-02-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_occupied,36670.0
2019-02-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_occupied,65904.0
2019-02-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_occupied,315790.0
2019-02-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_occupied,60077.0
2019-02-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_occupied,91004.0
2019-02-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_occupied,358668.0
2019-02-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_occupied,345890.0
2019-02-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_occupied,1271425.0
2019-02-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_occupied,101232.0
2019-02-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_occupied,198785.0
2019-02-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_occupied,126643.0
2019-02-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_occupied,91717.0
2019-02-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,377905.0
2019-02-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,71344.0
2019-02-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,1370156.0
2019-02-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,67001.0
2019-02-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,138665.0
2019-02-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,87811.0
2019-02-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,90836.0
2019-02-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,18467.0
2019-02-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,49200.0
2019-02-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,201458.0
2019-02-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,55708.0
2019-02-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,457421.0
2019-02-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,379226.0
2019-02-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,116365.0
2019-02-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,468127.0
2019-02-01,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,78130.0
2019-02-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,37426.0
2019-02-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,336276.0
2019-02-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,804684.0
2019-02-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,42406.0
2019-02-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,111345.0
2019-02-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,160346.0
2019-02-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,177202.0
2019-02-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,26710.0
2019-02-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,168561.0
2019-02-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,30830.0
2019-02-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,55196.0
2019-02-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,21764.0
2019-02-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,118024.0
2019-02-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,53634.0
2019-02-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,29469.0
2019-02-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,73675.0
2019-02-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,80087.0
2019-02-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,19801.0
2019-02-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,180982.0
2019-02-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,52842.0
2019-02-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,46194.0
2019-02-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,427535.0
2019-02-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,95097.0
2019-02-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,36786.0
2019-02-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,61872.0
2019-02-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,38814.0
2019-02-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,110112.0
2019-02-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,39741.0
2019-02-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,82398.0
2019-02-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,96539.0
2019-02-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,29858.0
2019-02-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,186773.0
2019-02-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,118871.0
2019-02-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,55937.0
2019-02-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,14597.0
2019-02-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,8001.0
2019-02-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,14116.0
2020-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,2388329.0
2020-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,35051.0
2020-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,70417.0
2020-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,62116.0
2020-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,18283.0
2020-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,96051.0
2020-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,12417.0
2020-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,13461.0
2020-02-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,56271.0
2020-02-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,38020.0
2020-02-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,59573.0
2020-02-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_occupied,53604.0
2020-02-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_occupied,26152.0
2020-02-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_occupied,47897.0
2020-02-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_occupied,247674.0
2020-02-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_occupied,51832.0
2020-02-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_occupied,69809.0
2020-02-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_occupied,268846.0
2020-02-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_occupied,234637.0
2020-02-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_occupied,583921.0
2020-02-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_occupied,95216.0
2020-02-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_occupied,136968.0
2020-02-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_occupied,100645.0
2020-02-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_occupied,60975.0
2020-02-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,285075.0
2020-02-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,56015.0
2020-02-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,853419.0
2020-02-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,54688.0
2020-02-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,108572.0
2020-02-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,77074.0
2020-02-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,72786.0
2020-02-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,15457.0
2020-02-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,26959.0
2020-02-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,153356.0
2020-02-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,44755.0
2020-02-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,333069.0
2020-02-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,262792.0
2020-02-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,80645.0
2020-02-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,363612.0
2020-02-01,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,62626.0
2020-02-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,34780.0
2020-02-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,245632.0
2020-02-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,559458.0
2020-02-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,38839.0
2020-02-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,100752.0
2020-02-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,147648.0
2020-02-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,157604.0
2020-02-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,23868.0
2020-02-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,146577.0
2020-02-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,27037.0
2020-02-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,51479.0
2020-02-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,18849.0
2020-02-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,90999.0
2020-02-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,48167.0
2020-02-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,31556.0
2020-02-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,66541.0
2020-02-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,73239.0
2020-02-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,18427.0
2020-02-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,167450.0
2020-02-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,40467.0
2020-02-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,44580.0
2020-02-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,404857.0
2020-02-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,83002.0
2020-02-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,27567.0
2020-02-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,55621.0
2020-02-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,34261.0
2020-02-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,95837.0
2020-02-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,35864.0
2020-02-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,70264.0
2020-02-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,87202.0
2020-02-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,25036.0
2020-02-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,156229.0
2020-02-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,105265.0
2020-02-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,51270.0
2020-02-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,13159.0
2020-02-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,7510.0
2020-02-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,11792.0
2021-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,484142.0
2021-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,29999.0
2021-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,42183.0
2021-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,40942.0
2021-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,13303.0
2021-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,50136.0
2021-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,6400.0
2021-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,4619.0
2021-02-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,12609.0
2021-02-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,12583.0
2021-02-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,17372.0
2021-02-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_occupied,2190.0
2021-02-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_occupied,7650.0
2021-02-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_occupied,38928.0
2021-02-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_occupied,122167.0
2021-02-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_occupied,15673.0
2021-02-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_occupied,29021.0
2021-02-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_occupied,188659.0
2021-02-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_occupied,207590.0
2021-02-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_occupied,49449.0
2021-02-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_occupied,48190.0
2021-02-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_occupied,55347.0
2021-02-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_occupied,30376.0
2021-02-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_occupied,39290.0
2021-02-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_occupied,55721.0
2021-02-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_occupied,15230.0
2021-02-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_occupied,50502.0
2021-02-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_occupied,36080.0
2021-02-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_occupied,34229.0
2021-02-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_occupied,16296.0
2021-02-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_occupied,34230.0
2021-02-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_occupied,8917.0
2021-02-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_occupied,36966.0
2021-02-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_occupied,114775.0
2021-02-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_occupied,17159.0
2021-02-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_occupied,27499.0
2021-02-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_occupied,56131.0
2021-02-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_occupied,18116.0
2021-02-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_occupied,47902.0
2021-02-01,สตูล,Satun ,ภาคใต้,south,no_tourist_occupied,41709.0
2021-02-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_occupied,12320.0
2021-02-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_occupied,87672.0
2021-02-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_occupied,208372.0
2021-02-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_occupied,18713.0
2021-02-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_occupied,48845.0
2021-02-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_occupied,31873.0
2021-02-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_occupied,69183.0
2021-02-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_occupied,11179.0
2021-02-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_occupied,75011.0
2021-02-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_occupied,20153.0
2021-02-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_occupied,23272.0
2021-02-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_occupied,11389.0
2021-02-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_occupied,38873.0
2021-02-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_occupied,26259.0
2021-02-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_occupied,15503.0
2021-02-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_occupied,20845.0
2021-02-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_occupied,36069.0
2021-02-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,13760.0
2021-02-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,82871.0
2021-02-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,37615.0
2021-02-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,21941.0
2021-02-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,286262.0
2021-02-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,59337.0
2021-02-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,16748.0
2021-02-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,26480.0
2021-02-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,25065.0
2021-02-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,40118.0
2021-02-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_occupied,19463.0
2021-02-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,46138.0
2021-02-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,38777.0
2021-02-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,13484.0
2021-02-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,65395.0
2021-02-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,66768.0
2021-02-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,35914.0
2021-02-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,9811.0
2021-02-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,5283.0
2021-02-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_occupied,2511.0
2022-02-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_occupied,1044609.0
2022-02-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_occupied,58128.0
2022-02-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_occupied,67617.0
2022-02-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_occupied,64704.0
2022-02-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_occupied,14216.0
2022-02-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_occupied,59051.0
2022-02-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_occupied,12825.0
2022-02-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_occupied,6080.0
2022-02-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_occupied,45688.0
2022-02-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_occupied,20294.0
2022-02-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_occupied,47039.0
